Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Retail Sales People,Product ID,Location ID,Returned,Sales,Quantity,Discount,Profit
3915,US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410,Anna Andreadi,FUR-TA-10001932,AZ-Phoenix-85023,Not,801.6,5,0.5,-448.9
3916,US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410,Anna Andreadi,FUR-CH-10004218,AZ-Phoenix-85023,Not,161.57,2,0.2,10.1
3917,US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410,Anna Andreadi,OFF-PA-10000246,AZ-Phoenix-85023,Not,16.1,2,0.2,5.23
3918,US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410,Anna Andreadi,OFF-BI-10003350,AZ-Phoenix-85023,Not,7.66,4,0.7,-6.12
3919,US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410,Anna Andreadi,FUR-CH-10000513,AZ-Phoenix-85023,Not,311.98,3,0.2,-42.9
3920,US-2015-148817,1/12/2015,7/12/2015,Standard Class,KD-16495,Cassandra Brandow,OFF-ST-10001321,VA-Chesapeake-23320,Not,61.68,4,0.0,16.65
3921,US-2015-148817,1/12/2015,7/12/2015,Standard Class,KD-16495,Cassandra Brandow,OFF-BI-10004233,VA-Chesapeake-23320,Not,63.96,4,0.0,30.7
3922,CA-2016-110044,6/28/2016,6/28/2016,Second Class,RF-19735,Kelly Williams,TEC-PH-10001299,IL-Chicago-60610,Not,359.98,3,0.2,36.0
3923,CA-2017-146920,8/28/2017,8/28/2017,Standard Class,SC-20305,Kelly Williams,OFF-PA-10002479,IL-Chicago-60623,Not,25.34,6,0.2,7.92
3924,CA-2017-146920,8/28/2017,8/28/2017,Standard Class,SC-20305,Kelly Williams,OFF-PA-10001461,IL-Chicago-60623,Not,26.72,5,0.2,9.35
3925,CA-2014-103940,9/17/2014,9/21/2014,Standard Class,BN-11515,Anna Andreadi,OFF-ST-10004963,WA-Seattle-98103,Yes,30.28,2,0.0,1.21
3926,CA-2014-103940,9/17/2014,9/21/2014,Standard Class,BN-11515,Anna Andreadi,OFF-ST-10000943,WA-Seattle-98103,Yes,57.93,3,0.0,16.22
3927,CA-2014-103940,9/17/2014,9/21/2014,Standard Class,BN-11515,Anna Andreadi,FUR-FU-10004671,WA-Seattle-98103,Yes,35.34,2,0.0,13.43
3928,CA-2014-103940,9/17/2014,9/21/2014,Standard Class,BN-11515,Anna Andreadi,OFF-BI-10002735,WA-Seattle-98103,Yes,137.24,5,0.2,46.32
3929,CA-2016-162082,3/14/2016,3/17/2016,First Class,JS-15880,Kelly Williams,FUR-BO-10004409,TX-Harlingen-78550,Not,241.33,5,0.32,-14.2
3930,CA-2016-162082,3/14/2016,3/17/2016,First Class,JS-15880,Kelly Williams,OFF-PA-10001934,TX-Harlingen-78550,Not,5.18,1,0.2,1.88
3931,CA-2016-162082,3/14/2016,3/17/2016,First Class,JS-15880,Kelly Williams,OFF-AR-10001044,TX-Harlingen-78550,Not,145.54,7,0.2,16.37
3932,CA-2016-132094,8/26/2016,8/26/2016,Standard Class,VG-21805,Chuck Magee,OFF-AR-10004165,PA-Philadelphia-19140,Not,5.47,3,0.2,1.64
3933,CA-2016-132094,8/26/2016,8/26/2016,Standard Class,VG-21805,Chuck Magee,TEC-AC-10001109,PA-Philadelphia-19140,Not,47.98,2,0.2,13.2
3934,CA-2017-123001,2/9/2017,8/9/2017,Standard Class,AW-10840,Anna Andreadi,OFF-AR-10001919,CA-Bakersfield-93309,Not,9.4,5,0.0,2.73
3935,CA-2017-123001,2/9/2017,8/9/2017,Standard Class,AW-10840,Anna Andreadi,OFF-LA-10004544,CA-Bakersfield-93309,Not,74.0,5,0.0,37.0
3936,CA-2017-123001,2/9/2017,8/9/2017,Standard Class,AW-10840,Anna Andreadi,TEC-PH-10003484,CA-Bakersfield-93309,Not,201.58,2,0.2,12.6
3937,CA-2015-118955,6/16/2015,6/20/2015,Standard Class,LS-17230,Kelly Williams,OFF-EN-10001028,TX-Grand Prairie-75051,Not,28.75,3,0.2,9.34
3938,CA-2015-118955,6/16/2015,6/20/2015,Standard Class,LS-17230,Kelly Williams,OFF-PA-10004156,TX-Grand Prairie-75051,Not,27.22,3,0.2,9.87
3939,CA-2015-118955,6/16/2015,6/20/2015,Standard Class,LS-17230,Kelly Williams,FUR-CH-10001708,TX-Grand Prairie-75051,Not,197.37,2,0.3,-25.38
3940,US-2016-143448,10/12/2016,10/12/2016,Same Day,MH-17455,Kelly Williams,FUR-CH-10003379,IN-Greenwood-46142,Not,1424.9,5,0.0,356.23
3941,CA-2017-117863,5/18/2017,5/23/2017,Standard Class,TS-21340,Chuck Magee,FUR-FU-10002456,NY-New York City-10024,Not,14.56,2,0.0,6.26
3942,CA-2017-117863,5/18/2017,5/23/2017,Standard Class,TS-21340,Chuck Magee,OFF-BI-10000605,NY-New York City-10024,Not,3.05,1,0.2,1.03
3943,CA-2017-160458,5/27/2017,5/29/2017,Second Class,EH-13945,Cassandra Brandow,OFF-PA-10001166,TN-Memphis-38109,Not,25.92,5,0.2,9.07
3944,US-2016-142685,6/23/2016,6/30/2016,Standard Class,MG-17695,Chuck Magee,OFF-SU-10000157,NY-Buffalo-14215,Not,835.17,7,0.0,16.7
3945,CA-2016-133144,5/16/2016,5/21/2016,Second Class,DO-13435,Anna Andreadi,OFF-PA-10004971,CA-Los Angeles-90036,Not,17.34,3,0.0,8.5
3946,CA-2017-167871,11/18/2017,11/23/2017,Standard Class,AF-10870,Cassandra Brandow,OFF-PA-10001977,FL-Homestead-33030,Not,44.38,1,0.2,15.53
3947,CA-2017-167871,11/18/2017,11/23/2017,Standard Class,AF-10870,Cassandra Brandow,OFF-SU-10001225,FL-Homestead-33030,Not,2.94,1,0.2,-0.66
3948,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,SN-20710,Kelly Williams,OFF-AR-10003514,TX-Pasadena-77506,Not,6.37,2,0.2,1.03
3949,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,SN-20710,Kelly Williams,OFF-LA-10003510,TX-Pasadena-77506,Not,48.85,2,0.2,15.88
3950,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,SN-20710,Kelly Williams,OFF-PA-10001970,TX-Pasadena-77506,Not,19.65,2,0.2,6.63
3951,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,SN-20710,Kelly Williams,FUR-CH-10003817,TX-Pasadena-77506,Not,255.11,6,0.3,-18.22
3952,CA-2014-121167,11/28/2014,11/30/2014,Second Class,MO-17500,Chuck Magee,OFF-BI-10003676,NY-Freeport-11520,Not,17.25,2,0.2,6.04
3953,US-2016-151862,1/3/2016,8/3/2016,Standard Class,ON-18715,Anna Andreadi,TEC-PH-10003535,CO-Denver-80219,Not,159.98,2,0.2,14.0
3954,CA-2017-152961,1/15/2017,1/19/2017,Standard Class,SC-20095,Chuck Magee,OFF-PA-10004675,MA-Quincy-2169,Not,12.7,2,0.0,5.84
3955,CA-2014-133228,4/4/2014,9/4/2014,Standard Class,MS-17710,Kelly Williams,FUR-FU-10004020,MI-Detroit-48205,Not,5.47,1,0.0,2.35
3956,CA-2014-133228,4/4/2014,9/4/2014,Standard Class,MS-17710,Kelly Williams,OFF-AR-10001955,MI-Detroit-48205,Not,79.36,4,0.0,23.81
3957,CA-2016-114951,6/26/2016,6/26/2016,Standard Class,DN-13690,Anna Andreadi,FUR-FU-10002364,CA-San Francisco-94109,Not,22.14,3,0.0,6.42
3958,CA-2016-156573,5/29/2016,5/29/2016,Standard Class,RB-19360,Cassandra Brandow,OFF-BI-10002414,TN-Nashville-37211,Not,11.28,3,0.7,-8.65
3959,CA-2016-156573,5/29/2016,5/29/2016,Standard Class,RB-19360,Cassandra Brandow,OFF-AR-10003732,TN-Nashville-37211,Not,4.45,2,0.2,0.33
3960,CA-2016-156573,5/29/2016,5/29/2016,Standard Class,RB-19360,Cassandra Brandow,FUR-FU-10001085,TN-Nashville-37211,Not,44.76,3,0.2,14.55
3961,CA-2015-113901,10/19/2015,10/24/2015,Standard Class,NH-18610,Kelly Williams,OFF-BI-10001249,MI-Detroit-48227,Not,38.28,6,0.0,17.61
3962,CA-2015-113901,10/19/2015,10/24/2015,Standard Class,NH-18610,Kelly Williams,TEC-PH-10002564,MI-Detroit-48227,Not,149.95,5,0.0,44.99
3963,CA-2017-134838,2/19/2017,2/20/2017,First Class,ED-13885,Anna Andreadi,OFF-AR-10000634,CA-Los Angeles-90045,Not,12.84,3,0.0,3.47
3964,CA-2017-134838,2/19/2017,2/20/2017,First Class,ED-13885,Anna Andreadi,FUR-FU-10004018,CA-Los Angeles-90045,Not,44.67,3,0.0,12.06
3965,CA-2016-120257,9/22/2016,9/28/2016,Standard Class,PW-19240,Chuck Magee,OFF-AR-10003481,PA-Philadelphia-19140,Not,7.87,3,0.2,0.89
3966,CA-2014-164910,12/11/2014,12/11/2014,Second Class,DM-13345,Cassandra Brandow,OFF-AR-10003651,NC-Asheville-28806,Not,7.87,3,0.2,0.89
3967,CA-2016-149902,1/4/2016,6/4/2016,Standard Class,DW-13540,Chuck Magee,OFF-AR-10002956,NY-New York City-10024,Not,88.04,4,0.0,22.89
3968,CA-2016-146010,5/20/2016,5/23/2016,First Class,EH-14125,Anna Andreadi,OFF-BI-10003638,CO-Colorado Springs-80906,Not,40.64,7,0.7,-32.51
3969,US-2015-163685,1/6/2015,5/6/2015,Standard Class,KE-16420,Kelly Williams,OFF-BI-10001890,TX-San Antonio-78207,Not,5.73,8,0.8,-9.16
3970,US-2015-163685,1/6/2015,5/6/2015,Standard Class,KE-16420,Kelly Williams,OFF-PA-10002606,TX-San Antonio-78207,Not,42.24,10,0.2,13.2
3971,CA-2014-135090,11/22/2014,11/26/2014,Standard Class,SP-20920,Anna Andreadi,OFF-PA-10002245,CA-Los Angeles-90036,Not,53.82,9,0.0,24.22
3972,CA-2015-132374,2/22/2015,2/24/2015,Second Class,PS-19045,Kelly Williams,OFF-AR-10001615,MI-Sterling Heights-48310,Yes,79.36,4,0.0,20.63
3973,CA-2016-167556,3/29/2016,3/29/2016,Standard Class,JM-15250,Chuck Magee,OFF-PA-10000466,NY-New York City-10009,Not,13.48,2,0.0,6.74
3974,CA-2016-167556,3/29/2016,3/29/2016,Standard Class,JM-15250,Chuck Magee,OFF-BI-10003708,NY-New York City-10009,Not,29.8,5,0.2,9.31
3975,CA-2016-167556,3/29/2016,3/29/2016,Standard Class,JM-15250,Chuck Magee,FUR-FU-10004848,NY-New York City-10009,Not,414.0,8,0.0,124.2
3976,CA-2016-167556,3/29/2016,3/29/2016,Standard Class,JM-15250,Chuck Magee,OFF-BI-10000320,NY-New York City-10009,Not,41.33,7,0.2,14.98
3977,US-2016-116400,10/22/2016,10/24/2016,First Class,EB-13930,Cassandra Brandow,FUR-FU-10003731,VA-Richmond-23223,Not,39.92,4,0.0,11.18
3978,CA-2017-101308,2/10/2017,7/10/2017,Standard Class,FG-14260,Anna Andreadi,OFF-FA-10002780,WA-Seattle-98105,Not,8.94,3,0.0,4.11
3979,CA-2017-101308,2/10/2017,7/10/2017,Standard Class,FG-14260,Anna Andreadi,TEC-PH-10003800,WA-Seattle-98105,Not,84.78,2,0.2,-20.14
3980,CA-2014-114517,12/23/2014,12/27/2014,Standard Class,TH-21235,Chuck Magee,FUR-TA-10001676,NY-New York City-10024,Not,53.32,2,0.4,-19.55
3981,CA-2014-114517,12/23/2014,12/27/2014,Standard Class,TH-21235,Chuck Magee,OFF-AP-10002350,NY-New York City-10024,Not,56.52,3,0.0,15.83
3982,CA-2017-119564,12/15/2017,12/20/2017,Standard Class,PL-18925,Anna Andreadi,FUR-FU-10003096,WA-Seattle-98115,Not,22.77,3,0.0,9.79
3983,CA-2016-135265,7/7/2016,9/7/2016,Second Class,CC-12370,Anna Andreadi,FUR-CH-10003061,CA-Los Angeles-90045,Not,287.97,4,0.2,-3.6
3984,CA-2016-135265,7/7/2016,9/7/2016,Second Class,CC-12370,Anna Andreadi,TEC-CO-10003763,CA-Los Angeles-90045,Not,2799.96,5,0.2,944.99
3985,CA-2016-135265,7/7/2016,9/7/2016,Second Class,CC-12370,Anna Andreadi,OFF-PA-10002923,CA-Los Angeles-90045,Not,48.94,1,0.0,24.47
3986,CA-2016-108735,4/17/2016,4/21/2016,Standard Class,JM-15535,Anna Andreadi,FUR-BO-10003441,CA-Lakewood-90712,Not,257.5,3,0.15,24.24
3987,CA-2017-112333,8/4/2017,8/4/2017,Standard Class,KF-16285,Chuck Magee,OFF-ST-10001780,NJ-Plainfield-7060,Not,2591.56,4,0.0,621.97
3988,CA-2017-112333,8/4/2017,8/4/2017,Standard Class,KF-16285,Chuck Magee,OFF-AP-10001962,NJ-Plainfield-7060,Not,41.95,5,0.0,10.49
3989,US-2016-159415,4/17/2016,4/22/2016,Standard Class,CS-12175,Cassandra Brandow,FUR-FU-10003798,TN-Columbia-38401,Not,79.12,5,0.2,13.85
3990,CA-2014-122588,11/25/2014,11/27/2014,Second Class,AR-10540,Chuck Magee,FUR-FU-10001095,RI-Woonsocket-2895,Not,52.96,2,0.0,20.12
3991,CA-2014-137589,3/11/2014,8/11/2014,Standard Class,MS-17770,Chuck Magee,OFF-SU-10000157,PA-Lancaster-17602,Not,286.34,3,0.2,-64.43
3992,CA-2015-161998,1/5/2015,5/5/2015,Standard Class,DB-13120,Cassandra Brandow,FUR-FU-10001095,FL-Tampa-33614,Not,63.55,3,0.2,14.3
3993,CA-2015-161998,1/5/2015,5/5/2015,Standard Class,DB-13120,Cassandra Brandow,OFF-SU-10004261,FL-Tampa-33614,Not,41.38,3,0.2,4.65
3994,CA-2015-161998,1/5/2015,5/5/2015,Standard Class,DB-13120,Cassandra Brandow,OFF-AR-10004022,FL-Tampa-33614,Not,172.7,6,0.2,10.79
3995,CA-2015-105627,8/3/2015,12/3/2015,Standard Class,DK-12895,Kelly Williams,FUR-BO-10002916,WI-Kenosha-53142,Not,512.94,3,0.0,97.46
3996,CA-2015-105627,8/3/2015,12/3/2015,Standard Class,DK-12895,Kelly Williams,FUR-CH-10002084,WI-Kenosha-53142,Not,860.93,7,0.0,189.4
3997,CA-2015-105627,8/3/2015,12/3/2015,Standard Class,DK-12895,Kelly Williams,TEC-PH-10003012,WI-Kenosha-53142,Not,769.95,5,0.0,223.29
3998,CA-2015-105627,8/3/2015,12/3/2015,Standard Class,DK-12895,Kelly Williams,OFF-AR-10002704,WI-Kenosha-53142,Not,14.98,1,0.0,4.49
3999,CA-2015-105627,8/3/2015,12/3/2015,Standard Class,DK-12895,Kelly Williams,FUR-FU-10000308,WI-Kenosha-53142,Not,373.08,6,0.0,82.08
4000,US-2015-149629,7/17/2015,7/20/2015,Second Class,MP-17965,Cassandra Brandow,FUR-BO-10004709,FL-Port Saint Lucie-34952,Not,231.92,5,0.2,5.8
4001,CA-2014-116834,11/10/2014,11/10/2014,Standard Class,Dp-13240,Anna Andreadi,FUR-FU-10001196,WA-Seattle-98115,Not,63.47,11,0.0,19.04
4002,CA-2014-116834,11/10/2014,11/10/2014,Standard Class,Dp-13240,Anna Andreadi,TEC-AC-10002942,WA-Seattle-98115,Not,345.0,5,0.0,58.65
4003,CA-2016-145730,3/3/2016,8/3/2016,Standard Class,CC-12220,Kelly Williams,FUR-TA-10004915,TX-San Antonio-78207,Not,637.9,3,0.3,-127.58
4004,CA-2016-145730,3/3/2016,8/3/2016,Standard Class,CC-12220,Kelly Williams,TEC-MA-10001016,TX-San Antonio-78207,Not,287.91,3,0.4,33.59
4005,CA-2016-145730,3/3/2016,8/3/2016,Standard Class,CC-12220,Kelly Williams,OFF-EN-10000483,TX-San Antonio-78207,Not,36.6,3,0.2,11.9
4006,US-2015-168732,10/12/2015,12/16/2015,Standard Class,KM-16660,Cassandra Brandow,OFF-AR-10003087,GA-Roswell-30076,Not,1.78,1,0.0,0.5
4007,US-2015-168732,10/12/2015,12/16/2015,Standard Class,KM-16660,Cassandra Brandow,OFF-PA-10000520,GA-Roswell-30076,Not,25.92,4,0.0,12.44
4008,US-2015-168732,10/12/2015,12/16/2015,Standard Class,KM-16660,Cassandra Brandow,TEC-AC-10001553,GA-Roswell-30076,Not,101.94,6,0.0,21.41
4009,CA-2015-107468,12/18/2015,12/22/2015,Standard Class,MK-17905,Anna Andreadi,OFF-AR-10000634,CO-Louisville-80027,Not,6.85,2,0.2,0.6
4010,CA-2017-144463,1/1/2017,5/1/2017,Standard Class,SC-20725,Anna Andreadi,FUR-FU-10001215,CA-Los Angeles-90036,Not,474.43,11,0.0,199.26
4011,CA-2017-100811,11/21/2017,11/24/2017,First Class,CC-12475,Chuck Magee,OFF-PA-10001204,PA-Philadelphia-19143,Not,8.45,2,0.2,2.64
4012,CA-2017-100811,11/21/2017,11/24/2017,First Class,CC-12475,Chuck Magee,OFF-ST-10002444,PA-Philadelphia-19143,Not,39.3,4,0.2,3.93
4013,CA-2015-153612,12/22/2015,12/27/2015,Standard Class,BT-11305,Kelly Williams,OFF-AR-10000203,WI-Superior-54880,Not,17.12,4,0.0,4.96
4014,CA-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,Cassandra Brandow,OFF-AP-10000828,GA-Atlanta-30318,Not,542.94,3,0.0,152.02
4015,CA-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,Cassandra Brandow,OFF-LA-10003190,GA-Atlanta-30318,Not,8.64,3,0.0,4.23
4016,CA-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,Cassandra Brandow,OFF-PA-10002319,GA-Atlanta-30318,Not,193.8,5,0.0,94.96
4017,CA-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,Cassandra Brandow,OFF-PA-10003893,GA-Atlanta-30318,Not,21.4,5,0.0,9.63
4018,CA-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,Cassandra Brandow,OFF-PA-10002499,GA-Atlanta-30318,Not,97.88,2,0.0,48.94
4019,CA-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,Cassandra Brandow,TEC-AC-10004568,GA-Atlanta-30318,Not,251.91,9,0.0,47.86
4020,CA-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,Cassandra Brandow,OFF-AP-10001492,GA-Atlanta-30318,Not,25.86,3,0.0,6.72
4021,CA-2014-154963,6/22/2014,6/27/2014,Standard Class,AA-10645,Chuck Magee,FUR-CH-10004698,PA-Chester-19013,Not,170.06,3,0.3,-4.86
4022,CA-2014-154963,6/22/2014,6/27/2014,Standard Class,AA-10645,Chuck Magee,TEC-PH-10004093,PA-Chester-19013,Not,82.78,3,0.4,-15.18
4023,CA-2014-154963,6/22/2014,6/27/2014,Standard Class,AA-10645,Chuck Magee,FUR-CH-10000454,PA-Chester-19013,Not,853.93,5,0.3,0.0
4024,CA-2017-130764,10/27/2017,10/28/2017,First Class,JO-15145,Anna Andreadi,FUR-BO-10003034,CA-San Francisco-94110,Not,556.67,5,0.15,6.55
4025,CA-2017-130764,10/27/2017,10/28/2017,First Class,JO-15145,Anna Andreadi,TEC-PH-10003215,CA-San Francisco-94110,Not,95.84,4,0.2,34.74
4026,CA-2017-139311,11/8/2017,11/8/2017,First Class,SF-20965,Kelly Williams,OFF-PA-10001776,TX-Bedford-76021,Not,29.66,4,0.2,10.01
4027,CA-2017-139311,11/8/2017,11/8/2017,First Class,SF-20965,Kelly Williams,OFF-AR-10004582,TX-Bedford-76021,Not,9.18,7,0.2,2.87
4028,CA-2017-139311,11/8/2017,11/8/2017,First Class,SF-20965,Kelly Williams,TEC-PH-10001557,TX-Bedford-76021,Not,153.58,2,0.2,13.44
4029,CA-2017-139311,11/8/2017,11/8/2017,First Class,SF-20965,Kelly Williams,OFF-BI-10004209,TX-Bedford-76021,Not,12.86,8,0.8,-22.51
4030,CA-2017-124296,12/24/2017,12/28/2017,Standard Class,CS-12355,Cassandra Brandow,TEC-MA-10003183,LA-Lafayette-70506,Not,479.97,3,0.0,239.99
4031,CA-2017-124296,12/24/2017,12/28/2017,Standard Class,CS-12355,Cassandra Brandow,FUR-CH-10002439,LA-Lafayette-70506,Not,232.88,4,0.0,60.55
4032,CA-2016-169957,9/26/2016,9/30/2016,Standard Class,SN-20710,Anna Andreadi,OFF-AP-10000576,WA-Covington-98042,Not,236.88,6,0.0,66.33
4033,CA-2016-169957,9/26/2016,9/30/2016,Standard Class,SN-20710,Anna Andreadi,OFF-PA-10004040,WA-Covington-98042,Not,29.9,5,0.0,14.65
4034,CA-2016-169957,9/26/2016,9/30/2016,Standard Class,SN-20710,Anna Andreadi,TEC-AC-10003063,WA-Covington-98042,Not,100.0,4,0.0,21.0
4035,US-2016-108777,12/12/2016,12/12/2016,Same Day,JM-15655,Chuck Magee,OFF-BI-10003982,OH-Lorain-44052,Not,18.69,3,0.7,-14.33
4036,US-2016-108777,12/12/2016,12/12/2016,Same Day,JM-15655,Chuck Magee,TEC-AC-10002567,OH-Lorain-44052,Not,383.95,6,0.2,76.79
4037,CA-2015-148859,12/28/2015,1/1/2016,Standard Class,FH-14350,Kelly Williams,OFF-ST-10004950,IL-Chicago-60623,Not,24.82,2,0.2,1.55
4038,CA-2014-110786,12/29/2014,2/1/2015,Standard Class,AJ-10795,Anna Andreadi,FUR-FU-10000550,CA-San Francisco-94110,Yes,24.9,5,0.0,8.22
4039,CA-2014-110786,12/29/2014,2/1/2015,Standard Class,AJ-10795,Anna Andreadi,OFF-PA-10000528,CA-San Francisco-94110,Yes,21.12,4,0.0,9.5
4040,CA-2014-110786,12/29/2014,2/1/2015,Standard Class,AJ-10795,Anna Andreadi,TEC-MA-10003183,CA-San Francisco-94110,Yes,767.95,6,0.2,287.98
4041,CA-2014-110786,12/29/2014,2/1/2015,Standard Class,AJ-10795,Anna Andreadi,OFF-BI-10003305,CA-San Francisco-94110,Yes,14.35,3,0.2,4.66
4042,CA-2014-110786,12/29/2014,2/1/2015,Standard Class,AJ-10795,Anna Andreadi,TEC-PH-10001425,CA-San Francisco-94110,Yes,191.98,3,0.2,19.2
4043,CA-2014-110786,12/29/2014,2/1/2015,Standard Class,AJ-10795,Anna Andreadi,OFF-LA-10001474,CA-San Francisco-94110,Yes,274.77,9,0.0,126.39
4044,CA-2014-110786,12/29/2014,2/1/2015,Standard Class,AJ-10795,Anna Andreadi,FUR-FU-10000672,CA-San Francisco-94110,Yes,70.56,6,0.0,23.99
4045,CA-2015-137750,6/25/2015,6/30/2015,Standard Class,JF-15565,Anna Andreadi,FUR-FU-10001979,CA-San Francisco-94110,Not,204.85,5,0.0,57.36
4046,CA-2015-136378,2/4/2015,7/4/2015,Standard Class,CS-11845,Kelly Williams,OFF-BI-10003707,TX-Houston-77070,Not,9.16,3,0.8,-13.73
4047,CA-2017-100356,10/21/2017,10/25/2017,Standard Class,SP-20920,Kelly Williams,OFF-AP-10002191,IL-Chicago-60653,Not,23.99,2,0.8,-62.38
4048,US-2015-166520,7/16/2015,7/19/2015,First Class,KE-16420,Chuck Magee,OFF-PA-10000501,NY-New York City-10035,Not,80.88,3,0.0,39.63
4049,US-2015-166520,7/16/2015,7/19/2015,First Class,KE-16420,Chuck Magee,TEC-AC-10001990,NY-New York City-10035,Not,599.9,10,0.0,191.97
4050,CA-2017-136350,6/24/2017,6/26/2017,Second Class,GA-14515,Chuck Magee,FUR-FU-10003601,NY-New York City-10011,Not,276.69,3,0.0,49.8
4051,CA-2017-136350,6/24/2017,6/26/2017,Second Class,GA-14515,Chuck Magee,FUR-CH-10001891,NY-New York City-10011,Not,172.76,2,0.1,32.63
4052,CA-2014-122931,9/29/2014,9/29/2014,Standard Class,SM-20950,Chuck Magee,OFF-AR-10003469,PA-Philadelphia-19134,Not,4.22,3,0.2,1.48
4053,CA-2014-122931,9/29/2014,9/29/2014,Standard Class,SM-20950,Chuck Magee,FUR-TA-10004175,PA-Philadelphia-19134,Not,409.27,2,0.4,-81.85
4054,CA-2014-122931,9/29/2014,9/29/2014,Standard Class,SM-20950,Chuck Magee,OFF-LA-10002945,PA-Philadelphia-19134,Not,55.44,11,0.2,18.02
4055,CA-2014-122931,9/29/2014,9/29/2014,Standard Class,SM-20950,Chuck Magee,OFF-PA-10000533,PA-Philadelphia-19134,Not,20.93,4,0.2,6.8
4056,CA-2014-122931,9/29/2014,9/29/2014,Standard Class,SM-20950,Chuck Magee,OFF-ST-10004459,PA-Philadelphia-19134,Not,1801.63,6,0.2,-337.81
4057,CA-2014-122931,9/29/2014,9/29/2014,Standard Class,SM-20950,Chuck Magee,FUR-TA-10004147,PA-Philadelphia-19134,Not,67.18,1,0.4,-20.15
4058,CA-2014-163034,11/24/2014,11/28/2014,Standard Class,DK-12985,Kelly Williams,OFF-ST-10000046,IL-Chicago-60610,Not,646.2,5,0.2,-8.08
4059,CA-2015-124058,11/20/2015,11/24/2015,Standard Class,LC-16885,Anna Andreadi,TEC-PH-10004774,CA-Oakland-94601,Yes,72.74,7,0.2,-15.46
4060,CA-2015-124058,11/20/2015,11/24/2015,Standard Class,LC-16885,Anna Andreadi,FUR-CH-10000595,CA-Oakland-94601,Yes,572.16,3,0.2,35.76
4061,CA-2016-129196,1/11/2016,7/11/2016,Standard Class,XP-21865,Kelly Williams,TEC-AC-10002473,IL-Chicago-60610,Not,68.11,3,0.2,17.88
4062,US-2015-138716,9/17/2015,9/20/2015,First Class,CS-11845,Anna Andreadi,OFF-BI-10001628,WA-Seattle-98105,Not,25.03,3,0.2,7.82
4063,US-2016-122182,10/3/2016,10/3/2016,Standard Class,BD-11770,Chuck Magee,TEC-AC-10002800,PA-Philadelphia-19143,Not,39.99,1,0.2,7.5
4064,US-2014-130358,6/23/2014,6/26/2014,First Class,DL-13330,Cassandra Brandow,OFF-AR-10002766,NC-Concord-28027,Not,20.02,9,0.2,1.75
4065,US-2014-130358,6/23/2014,6/26/2014,First Class,DL-13330,Cassandra Brandow,OFF-SU-10002522,NC-Concord-28027,Not,3.1,1,0.2,0.35
4066,CA-2014-102673,1/11/2014,5/11/2014,Standard Class,KH-16630,Cassandra Brandow,OFF-FA-10003021,NC-Charlotte-28205,Not,7.52,5,0.2,1.41
4067,CA-2014-102673,1/11/2014,5/11/2014,Standard Class,KH-16630,Cassandra Brandow,OFF-AR-10000634,NC-Charlotte-28205,Not,10.27,3,0.2,0.9
4068,CA-2014-102673,1/11/2014,5/11/2014,Standard Class,KH-16630,Cassandra Brandow,OFF-LA-10001771,NC-Charlotte-28205,Not,47.81,12,0.2,15.54
4069,CA-2014-102673,1/11/2014,5/11/2014,Standard Class,KH-16630,Cassandra Brandow,TEC-PH-10004434,NC-Charlotte-28205,Not,978.84,9,0.2,110.12
4070,CA-2016-145303,8/28/2016,8/31/2016,First Class,TP-21415,Kelly Williams,OFF-BI-10000050,TX-Dallas-75081,Not,13.14,9,0.8,-21.68
4071,CA-2016-145303,8/28/2016,8/31/2016,First Class,TP-21415,Kelly Williams,OFF-BI-10002414,TX-Dallas-75081,Not,10.02,4,0.8,-16.54
4072,CA-2016-145303,8/28/2016,8/31/2016,First Class,TP-21415,Kelly Williams,FUR-BO-10003159,TX-Dallas-75081,Not,156.37,2,0.32,-52.89
4073,CA-2015-156104,6/12/2015,8/12/2015,Second Class,NP-18685,Kelly Williams,TEC-CO-10002095,IN-Indianapolis-46203,Not,999.98,2,0.0,449.99
4074,US-2015-164308,9/24/2015,9/27/2015,First Class,SC-20680,Kelly Williams,TEC-PH-10004120,OK-Broken Arrow-74012,Not,821.94,6,0.0,213.7
4075,CA-2017-108112,11/15/2017,11/20/2017,Standard Class,DK-12895,Cassandra Brandow,FUR-FU-10003553,FL-Miramar-33023,Not,220.06,4,0.2,55.02
